model,phase,decoder,temperature,run,task_id,category,difficulty,json_valid,schema_valid,latency_ms,compile_ms,tokens_generated,tokens_per_sec,error
Qwen/Qwen3-0.6B,3,native,0.0,1,json_simple_person,json_generation,easy,True,True,1938.9,0.0,46,23.7,
Qwen/Qwen3-0.6B,3,native,0.0,1,json_simple_product,json_generation,easy,True,True,1470.4,0.0,47,32.0,
Qwen/Qwen3-0.6B,3,native,0.0,1,json_nested_address,json_generation,medium,True,True,2238.0,0.0,71,31.7,
Qwen/Qwen3-0.6B,3,native,0.0,1,json_array_orders,json_generation,medium,True,True,4785.2,0.0,154,32.2,
Qwen/Qwen3-0.6B,3,native,0.0,1,json_complex_api,json_generation,hard,True,True,5857.3,0.0,187,31.9,
Qwen/Qwen3-0.6B,3,native,0.0,1,schema_weather,schema_adherence,easy,True,True,1673.3,0.0,51,30.5,
Qwen/Qwen3-0.6B,3,native,0.0,1,schema_database_record,schema_adherence,medium,True,True,2510.5,0.0,81,32.3,
Qwen/Qwen3-0.6B,3,native,0.0,1,schema_config_file,schema_adherence,hard,True,True,4689.9,0.0,150,32.0,
Qwen/Qwen3-0.6B,3,native,0.0,1,funcall_get_weather,function_calling,easy,True,True,814.4,0.0,26,31.9,
Qwen/Qwen3-0.6B,3,native,0.0,1,funcall_search_multi,function_calling,medium,True,True,1521.7,0.0,49,32.2,
Qwen/Qwen3-0.6B,3,native,0.0,1,funcall_database_query,function_calling,hard,True,True,1784.5,0.0,57,31.9,
Qwen/Qwen3-0.6B,3,native,0.0,1,extract_business_card,extraction,easy,True,True,2160.6,0.0,69,31.9,
Qwen/Qwen3-0.6B,3,native,0.0,1,extract_receipt,extraction,medium,True,False,5780.4,0.0,185,32.0,"Schema validation: '20.49' is not of type 'number'

Failed validating 'type' in schema['properties']['total']:
    {'ty"
Qwen/Qwen3-0.6B,3,native,0.0,1,extract_api_log,extraction,hard,True,True,4673.2,0.0,151,32.3,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,json_simple_person,json_generation,easy,True,True,4433.2,1184.5,31,7.0,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,json_simple_product,json_generation,easy,True,True,1082.3,1179.9,32,29.6,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,json_nested_address,json_generation,medium,True,True,1735.6,1330.6,51,29.4,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,json_array_orders,json_generation,medium,True,True,3366.8,1960.4,105,31.2,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,json_complex_api,json_generation,hard,True,True,4160.5,2180.4,130,31.2,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,schema_weather,schema_adherence,easy,True,True,1017.9,1261.9,31,30.5,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,schema_database_record,schema_adherence,medium,True,True,1865.7,1491.2,56,30.0,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,schema_config_file,schema_adherence,hard,True,True,2683.5,1928.4,83,30.9,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,funcall_get_weather,function_calling,easy,True,True,653.1,6384.3,18,27.6,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,funcall_search_multi,function_calling,medium,True,True,1025.1,12966.6,31,30.2,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,funcall_database_query,function_calling,hard,True,True,1602.9,6305.4,49,30.6,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,extract_business_card,extraction,easy,True,True,1692.7,891.4,52,30.7,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,extract_receipt,extraction,medium,True,True,4552.5,1606.0,141,31.0,
Qwen/Qwen3-0.6B,3,outlines,0.0,1,extract_api_log,extraction,hard,True,True,3826.0,1772.1,110,28.8,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,json_simple_person,json_generation,easy,True,True,1463.2,45.0,38,26.0,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,json_simple_product,json_generation,easy,True,True,1211.1,3.4,39,32.2,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,json_nested_address,json_generation,medium,True,True,2033.0,3.8,63,31.0,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,json_array_orders,json_generation,medium,True,True,4694.1,5.6,146,31.1,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,json_complex_api,json_generation,hard,True,True,4185.9,7.2,134,32.0,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,schema_weather,schema_adherence,easy,True,True,1365.4,4.2,43,31.5,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,schema_database_record,schema_adherence,medium,True,True,2246.4,4.9,70,31.2,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,schema_config_file,schema_adherence,hard,True,True,4349.5,5.5,135,31.0,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,funcall_get_weather,function_calling,easy,True,True,1087.6,4.1,34,31.3,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,funcall_search_multi,function_calling,medium,True,True,1279.5,3.6,40,31.3,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,funcall_database_query,function_calling,hard,True,True,1856.8,0.4,58,31.2,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,extract_business_card,extraction,easy,True,True,1950.2,2.8,61,31.3,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,extract_receipt,extraction,medium,True,True,5531.3,3.5,170,30.7,
Qwen/Qwen3-0.6B,3,xgrammar,0.0,1,extract_api_log,extraction,hard,True,True,4817.8,3.9,143,29.7,
